item_code,name,hardware_type,brand,series,runner_height,runner_depth,handling_cost,unit_cost,machining_cost,assembly_cost,source_category,product_type,product_id,raw_article_sku,sale_price_aud,rrp_aud,unit,availability,pricing_status,price_scope,review_status,visibility_status,image_url,source_image_url,source_url,captured_at,scraper_item_hash
151.47.900,"Inset handle, Rectangular, Zinc Alloy",handle,Hafele,Furniture Handles & Knobs,,,0,24.52,0,0,Furniture Handles & Knobs,handle,P-01579920,15147900,24.52,35.02,Piece (PCE),,captured_logged_in_category,single_article_or_default,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00605867.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00605867.jpg,https://www.hafele.com.au/en/product/inset-handle-rectangular-zinc-alloy/P-01579920/,2026-06-21T02:39:12.872Z,c8a30daa6f8aa10ac2e058f747f97edb7cb21fcd8180f85b24ff936f241df075
981.52.573,"Inset handle, Stainless Steel",handle,Hafele,Furniture Handles & Knobs,,,0,69.7,0,0,Furniture Handles & Knobs,handle,P-01318476,98152573,69.7,82,Piece (PCE),,captured_logged_in_category,single_article_or_default,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04425530.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04425530.jpg,https://www.hafele.com.au/en/product/inset-handle-stainless-steel/P-01318476/,2026-06-21T02:39:12.871Z,832c01fb596a5058fafe74c442465ca6fd57ea653a122f5e6ead720b90fb421a
P-00855649,"Inset handle, Urban",handle,Hafele,Furniture Handles & Knobs,,,0,6.08,0,0,Furniture Handles & Knobs,handle,P-00855649,P-00855649,6.08,8.69,Piece (PCE),,captured_logged_in_category,from_price_product_family,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00605299.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00605299.jpg,https://www.hafele.com.au/en/product/inset-handle-urban/P-00855649/,2026-06-21T02:39:12.870Z,bb32079b7fd1023e6a329152ec66d57a5bf711d729db2ce982ab8e862cf7c1b3
P-01912404,Internal Corner,handle,Hafele,Furniture Handles & Knobs,,,0,2.24,0,0,Furniture Handles & Knobs,handle,P-01912404,P-01912404,2.24,3.2,Piece (PCE),,captured_logged_in_category,from_price_product_family,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04789495.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04789495.jpg,https://www.hafele.com.au/en/product/internal-corner/P-01912404/,2026-06-21T02:39:12.871Z,721f4d89df4218cacfc0012ef98038040bfa5b19518bb6917a4499845509cc8a
P-01912408,"Internal Corner, ABS plastic",handle,Hafele,Furniture Handles & Knobs,,,0,2.24,0,0,Furniture Handles & Knobs,handle,P-01912408,P-01912408,2.24,3.2,Piece (PCE),,captured_logged_in_category,from_price_product_family,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04789507.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04789507.jpg,https://www.hafele.com.au/en/product/internal-corner-abs-plastic/P-01912408/,2026-06-21T02:39:12.871Z,678c6b03042c5e7b021027b924b1a589aa2d8d05f952954755d5654ae952cc59
P-01915900,"Internal corner, ABS plastic",handle,Hafele,Furniture Handles & Knobs,,,0,3.53,0,0,Furniture Handles & Knobs,handle,P-01915900,P-01915900,3.53,5.05,Piece (PCE),,captured_logged_in_category,from_price_product_family,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04790877.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04790877.jpg,https://www.hafele.com.au/en/product/internal-corner-abs-plastic/P-01915900/,2026-06-21T02:39:12.871Z,63e3daeda3a0141a95cc657962f66583f6df42a863511fef2d07dc62326761ee
P-01915901,"Internal corner, ABS plastic",handle,Hafele,Furniture Handles & Knobs,,,0,2.14,0,0,Furniture Handles & Knobs,handle,P-01915901,P-01915901,2.14,3.05,Piece (PCE),,captured_logged_in_category,from_price_product_family,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04790885.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04790885.jpg,https://www.hafele.com.au/en/product/internal-corner-abs-plastic/P-01915901/,2026-06-21T02:39:12.872Z,8fc8ca06204e039ca79f7283147f5dc2bb4502eb95ea4033f7564ff269468ab6
194.01.404,"Mitred Handle, Round, Wood And Zinc Alloy",handle,Hafele,Furniture Handles & Knobs,,,0,24.62,0,0,Furniture Handles & Knobs,handle,P-00853184,19401404,24.62,35.17,Piece (PCE),,captured_logged_in_category,single_article_or_default,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00618249.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00618249.jpg,https://www.hafele.com.au/en/product/mitred-handle-round-wood-and-zinc-alloy/P-00853184/,2026-06-21T02:39:12.872Z,590a50f3e61e0f65ae4e32cfbe7d5abfc42283df1bd5144050f53260d935f765
126.00.602,"Mounting Bracket, Steel, 90°",handle,Hafele,Furniture Handles & Knobs,,,0,2.26,0,0,Furniture Handles & Knobs,handle,P-01912449,12600602,2.26,3.23,Piece (PCE),,captured_logged_in_category,single_article_or_default,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04789672.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04789672.jpg,https://www.hafele.com.au/en/product/mounting-bracket-steel-90-/P-01912449/,2026-06-21T02:39:12.871Z,ab22c10f4044786127bbf9df8a9fc07049202be1e792d5afe246a8093ec97182
126.27.904,"Profile handle, Luxe",handle,Hafele,Furniture Handles & Knobs,,,0,38.67,0,0,Furniture Handles & Knobs,handle,P-01318495,12627904,38.67,55.24,Piece (PCE),,captured_logged_in_category,single_article_or_default,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00649212.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00649212.jpg,https://www.hafele.com.au/en/product/profile-handle-luxe/P-01318495/,2026-06-21T02:39:12.872Z,0d87ddca4e0828a5c6080dc4ec68a1c8f069b38937d818e9ab5a4b2c53ad06a3
126.27.914,"Profile handle, Luxe",handle,Hafele,Furniture Handles & Knobs,,,0,35.35,0,0,Furniture Handles & Knobs,handle,P-00854696,12627914,35.35,50.51,Piece (PCE),,captured_logged_in_category,single_article_or_default,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00649212.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00649212.jpg,https://www.hafele.com.au/en/product/profile-handle-luxe/P-00854696/,2026-06-21T02:39:12.872Z,8ae877be44959a433bfddceb4c8da444f767625346425b497d7d6583a744266e
126.35.925,"Profile handle, Luxe",handle,Hafele,Furniture Handles & Knobs,,,0,64.94,0,0,Furniture Handles & Knobs,handle,P-00854762,12635925,64.94,92.77,Piece (PCE),,captured_logged_in_category,single_article_or_default,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00557332.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00557332.jpg,https://www.hafele.com.au/en/product/profile-handle-luxe/P-00854762/,2026-06-21T02:39:12.872Z,156ad0692d216d5203442f2906c35a83695422f8d3189b98d32e62a2b474915d
P-00854672,"Profile handle, Luxe",handle,Hafele,Furniture Handles & Knobs,,,0,20.08,0,0,Furniture Handles & Knobs,handle,P-00854672,P-00854672,20.08,28.68,Piece (PCE),,captured_logged_in_category,from_price_product_family,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00629031.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00629031.jpg,https://www.hafele.com.au/en/product/profile-handle-luxe/P-00854672/,2026-06-21T02:39:12.872Z,483266dfd10d4c1ab020637066b255db619e9b109e886ffe811a77e61dccb948
P-00854683,"Profile handle, Luxe",handle,Hafele,Furniture Handles & Knobs,,,0,22.86,0,0,Furniture Handles & Knobs,handle,P-00854683,P-00854683,22.86,32.66,Piece (PCE),,captured_logged_in_category,from_price_product_family,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00646495.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00646495.jpg,https://www.hafele.com.au/en/product/profile-handle-luxe/P-00854683/,2026-06-21T02:39:12.872Z,e624402aae8361e53b416babd0a41cb40b95d3caf640017a3f8040e47e59c6c7
P-00854688,"Profile handle, Luxe",handle,Hafele,Furniture Handles & Knobs,,,0,32.65,0,0,Furniture Handles & Knobs,handle,P-00854688,P-00854688,32.65,46.64,Piece (PCE),,captured_logged_in_category,from_price_product_family,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00622105.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00622105.jpg,https://www.hafele.com.au/en/product/profile-handle-luxe/P-00854688/,2026-06-21T02:39:12.872Z,03ed47851e1eb185f61872bf3d1ebe527e7f2595f200a8bc3f43a1f2dca30c34
P-01912375,Recessed Grip Profile,handle_profile,Hafele,Furniture Handles & Knobs,,,0,43.13,0,0,Furniture Handles & Knobs,handle_profile,P-01912375,P-01912375,43.13,61.61,Piece (PCE),,captured_logged_in_category,from_price_product_family,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04789595.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04789595.jpg,https://www.hafele.com.au/en/product/recessed-grip-profile/P-01912375/,2026-06-21T02:39:12.871Z,afcfc5ba1a1421a809b2693c75d5e558582f8c73aaa8b36530f21e2a48e00e6e
P-00854727,"Recessed grip profile, Aluminium, For Handle-Less Front Appearance, Häfele Déco",handle_profile,Hafele,Furniture Handles & Knobs,,,0,66.61,0,0,Furniture Handles & Knobs,handle_profile,P-00854727,P-00854727,66.61,95.16,Piece (PCE),,captured_logged_in_category,from_price_product_family,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00650608.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00650608.jpg,https://www.hafele.com.au/en/product/recessed-grip-profile-aluminium-for-handle-less-front-appearance-haefele-d-co/P-00854727/,2026-06-21T02:39:12.872Z,91d838b0a845a56b5d726f92799a14f5e051d3c8fb74b9331e6c2c1c89e4fd9c
P-01912350,"Recessed Grip Profile, C-profile",handle_profile,Hafele,Furniture Handles & Knobs,,,0,83.52,0,0,Furniture Handles & Knobs,handle_profile,P-01912350,P-01912350,83.52,119.31,Piece (PCE),,captured_logged_in_category,from_price_product_family,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04789522.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04789522.jpg,https://www.hafele.com.au/en/product/recessed-grip-profile-c-profile/P-01912350/,2026-06-21T02:39:12.870Z,9d87b96b38bd68285a0aa255977c23f2b8d805f14eae9be0cc0621f3c5bbe5af
P-01912351,"Recessed Grip Profile, C-profile",handle_profile,Hafele,Furniture Handles & Knobs,,,0,122.68,0,0,Furniture Handles & Knobs,handle_profile,P-01912351,P-01912351,122.68,175.25,Piece (PCE),,captured_logged_in_category,from_price_product_family,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04789499.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04789499.jpg,https://www.hafele.com.au/en/product/recessed-grip-profile-c-profile/P-01912351/,2026-06-21T02:39:12.871Z,06570ac57bbbacb84c7e3e2a390314df2373fa6aeb09802b11ff74b6eab8feac
P-01911456,"Recessed Grip Profile, C-profile with integrated LED profile",handle_profile,Hafele,Furniture Handles & Knobs,,,0,150.8,0,0,Furniture Handles & Knobs,handle_profile,P-01911456,P-01911456,150.8,215.43,Kit (KIT),,captured_logged_in_category,from_price_product_family,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04820885.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04820885.jpg,https://www.hafele.com.au/en/product/recessed-grip-profile-c-profile-with-integrated-led-profile/P-01911456/,2026-06-21T02:39:12.871Z,51a09aef7bbc5842c093466c97fd9317878fad4e83a8cf0e047ae478fe1b7031
P-01912330,"Recessed Grip Profile, Häfele Déco, L-profile",handle_profile,Hafele,Furniture Handles & Knobs,,,0,63.08,0,0,Furniture Handles & Knobs,handle_profile,P-01912330,P-01912330,63.08,90.12,Piece (PCE),,captured_logged_in_category,from_price_product_family,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04789661.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04789661.jpg,https://www.hafele.com.au/en/product/recessed-grip-profile-haefele-d-co-l-profile/P-01912330/,2026-06-21T02:39:12.870Z,506e616b3296fab56edba8c52b9882e72920fb68edd81b8979e99b30b29ed746
P-01912386,"Recessed Grip Profile, Horizontal",handle_profile,Hafele,Furniture Handles & Knobs,,,0,60.43,0,0,Furniture Handles & Knobs,handle_profile,P-01912386,P-01912386,60.43,86.33,Piece (PCE),,captured_logged_in_category,from_price_product_family,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04789593.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04789593.jpg,https://www.hafele.com.au/en/product/recessed-grip-profile-horizontal/P-01912386/,2026-06-21T02:39:12.871Z,d6f42f61ed704cb4b07370afdad6b7f4b5862644e8361bcb8de26abd905db739
P-01912364,"Recessed Grip Profile, L-profile",handle_profile,Hafele,Furniture Handles & Knobs,,,0,82.42,0,0,Furniture Handles & Knobs,handle_profile,P-01912364,P-01912364,82.42,117.75,Piece (PCE),,captured_logged_in_category,from_price_product_family,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04789515.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04789515.jpg,https://www.hafele.com.au/en/product/recessed-grip-profile-l-profile/P-01912364/,2026-06-21T02:39:12.871Z,13320a9c9e0b8054e194195436ae8920bc5d4220f6121dafc1603422bec92f46
P-01911447,"Recessed Grip Profile, L-profile with integrated LED profile",handle_profile,Hafele,Furniture Handles & Knobs,,,0,153.75,0,0,Furniture Handles & Knobs,handle_profile,P-01911447,P-01911447,153.75,219.64,Kit (KIT),,captured_logged_in_category,from_price_product_family,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04820873.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04820873.jpg,https://www.hafele.com.au/en/product/recessed-grip-profile-l-profile-with-integrated-led-profile/P-01911447/,2026-06-21T02:39:12.871Z,a953c7425a5599a1a21810240cd9f5f4c0f175ab08a7931003d6361f2d8426a5
P-01708743,"Spacer Profile, Häfele Slido F-Handle26 C, aluminium, for sliding doors",handle,Hafele,Furniture Handles & Knobs,,,0,69.64,0,0,Furniture Handles & Knobs,handle,P-01708743,P-01708743,69.64,99.49,Piece (PCE),,captured_logged_in_category,from_price_product_family,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04772162.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04772162.jpg,https://www.hafele.com.au/en/product/spacer-profile-haefele-slido-f-handle26-c-aluminium-for-sliding-doors/P-01708743/,2026-06-21T02:39:12.871Z,e9df687033e345a28fa474273df3dc6ce5f560c4b59adfa0a27897f2225ecd60
P-01708742,"Strengthening Strip, Häfele Slido F-Handle26 B, aluminium, for sliding doors",handle,Hafele,Furniture Handles & Knobs,,,0,74.09,0,0,Furniture Handles & Knobs,handle,P-01708742,P-01708742,74.09,105.84,Piece (PCE),,captured_logged_in_category,from_price_product_family,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04772165.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04772165.jpg,https://www.hafele.com.au/en/product/strengthening-strip-haefele-slido-f-handle26-b-aluminium-for-sliding-doors/P-01708742/,2026-06-21T02:39:12.871Z,6ab536386a4fcaf61fb30c7c7dbd36be3900eb079cdd2f4f1f50a64602e84347
567.34.901,"Accessory pack, for 1 & 3/4 bowl sink",sink,Hafele,Sinks & Taps,,,0,80.11,0,0,Sinks & Taps,sink,P-00857729,56734901,80.11,100.14,Piece (PCE),,captured_logged_in_category,single_article_or_default,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00594825.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00594825.jpg,https://www.hafele.com.au/en/product/accessory-pack-for-1-3-4-bowl-sink/P-00857729/,2026-06-21T02:39:12.869Z,a99516fcb08fe2bd13b8c426b673764b374f3727326e814c23666a132971d077
567.34.902,"Accessory pack, for undermount sink",sink,Hafele,Sinks & Taps,,,0,81.22,0,0,Sinks & Taps,sink,P-00857730,56734902,81.22,101.52,Piece (PCE),,captured_logged_in_category,single_article_or_default,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00556234.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00556234.jpg,https://www.hafele.com.au/en/product/accessory-pack-for-undermount-sink/P-00857730/,2026-06-21T02:39:12.870Z,c3eee432d887c9d2072ae63e01ccd55fea56de0a9cc4d367d6a581b385c49734
588.59.910,"Bottle trap, with 40mm horizontal pipe",appliance,Hafele,Sinks & Taps,,,0,82.37,0,0,Sinks & Taps,appliance,P-02030302,58859910,82.37,102.96,Piece (PCE),,captured_logged_in_category,single_article_or_default,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04983077.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04983077.jpg,https://www.hafele.com.au/en/product/bottle-trap-with-40mm-horizontal-pipe/P-02030302/,2026-06-21T02:39:12.869Z,aa14ac83c1323cf6209752d785af31f0499743320b8c92996d4d111ffb58b141
567.34.980,Bypass kit,appliance,Hafele,Sinks & Taps,,,0,16.37,0,0,Sinks & Taps,appliance,P-00857731,56734980,16.37,20.47,Piece (PCE),,captured_logged_in_category,single_article_or_default,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00622077.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00622077.jpg,https://www.hafele.com.au/en/product/bypass-kit/P-00857731/,2026-06-21T02:39:12.869Z,60ed03b25c462c31b395b07f0a8be466aa14426ff6372dba66422da10e6363bf
567.34.973,"Drainer tray, for undermount double bowl sink",sink,Hafele,Sinks & Taps,,,0,84.56,0,0,Sinks & Taps,sink,P-01939788,56734973,84.56,105.7,Piece (PCE),,captured_logged_in_category,single_article_or_default,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04849864.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04849864.jpg,https://www.hafele.com.au/en/product/drainer-tray-for-undermount-double-bowl-sink/P-01939788/,2026-06-21T02:39:12.869Z,b7c53e15aed7464d0ea69f8d2a232c4f536b46f167d0ac39fb43d3f64e246936
P-00857423,"Essentials sinks, 1 & 3/4 bowl",sink,Hafele,Sinks & Taps,,,0,223.54,0,0,Sinks & Taps,sink,P-00857423,P-00857423,223.54,279.43,Kit (KIT),,captured_logged_in_category,from_price_product_family,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00647788.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00647788.jpg,https://www.hafele.com.au/en/product/essentials-sinks-1-3-4-bowl/P-00857423/,2026-06-21T02:39:12.869Z,23aed7fe62703316ed559ed71d15caeef00d3c832f26584e58af74b09231a427
P-00857422,"Essentials sinks, Double bowl",sink,Hafele,Sinks & Taps,,,0,244.56,0,0,Sinks & Taps,sink,P-00857422,P-00857422,244.56,305.7,Kit (KIT),,captured_logged_in_category,from_price_product_family,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00650454.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00650454.jpg,https://www.hafele.com.au/en/product/essentials-sinks-double-bowl/P-00857422/,2026-06-21T02:39:12.869Z,239086d0581d4cbb454d28682a43c68ee93f4723f68af355010f5ac24e5334e0
P-00857421,"Essentials sinks, Single bowl",sink,Hafele,Sinks & Taps,,,0,181.2,0,0,Sinks & Taps,sink,P-00857421,P-00857421,181.2,226.51,Piece (PCE),,captured_logged_in_category,from_price_product_family,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04865439.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04865439.jpg,https://www.hafele.com.au/en/product/essentials-sinks-single-bowl/P-00857421/,2026-06-21T02:39:12.869Z,74181ca7909779d2864102fa52b0d6cfacaf72f3218ace8faef29e5e25790601
567.30.120,Laundry tub,sink,Hafele,Sinks & Taps,,,0,146.52,0,0,Sinks & Taps,sink,P-00857424,56730120,146.52,183.15,Kit (KIT),,captured_logged_in_category,single_article_or_default,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00619357.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00619357.jpg,https://www.hafele.com.au/en/product/laundry-tub/P-00857424/,2026-06-21T02:39:12.869Z,6db0b10ba4148cf7de85110af878b8dc1c14ff59b148939d61a40f0ec977dcb7
567.30.866,"Linen textured sink, Squareline, 1 & 3/4 bowl",sink,Hafele,Sinks & Taps,,,0,1030.38,0,0,Sinks & Taps,sink,P-00857437,56730866,1030.38,1287.97,Piece (PCE),,captured_logged_in_category,single_article_or_default,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00651652.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00651652.jpg,https://www.hafele.com.au/en/product/linen-textured-sink-squareline-1-amp-3-4-bowl/P-00857437/,2026-06-21T02:39:12.869Z,5a9e23da7c1c8a1e4ee140ab7a0dad917b274255f506df6e81917ede4d46145c
566.58.200,Mixer tap,tap,Hafele,Sinks & Taps,,,0,74.2,0,0,Sinks & Taps,tap,P-00857788,56658200,74.2,92.75,Piece (PCE),,captured_logged_in_category,single_article_or_default,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00553029.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00553029.jpg,https://www.hafele.com.au/en/product/mixer-tap/P-00857788/,2026-06-21T02:39:12.869Z,9c5ad35207709f34c1b1a7b7ffbb9ad91dbfc1bc723478daddc3ddbaed626121
569.40.210,Mixer tap,tap,Hafele,Sinks & Taps,,,0,202.61,0,0,Sinks & Taps,tap,P-00857792,56940210,202.61,253.26,Piece (PCE),,captured_logged_in_category,single_article_or_default,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00553443.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00553443.jpg,https://www.hafele.com.au/en/product/mixer-tap/P-00857792/,2026-06-21T02:39:12.869Z,49bae1911c4abd586a97c41031a83d9ea0b53940e15b7120f07aa5a6af412284
